track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1MaHkdIfO4s5RqUiaLI87W,Let's Get Away - Revised Edited /Old Hook,T.I.,0,18J7UXCJVjFcSKquaqTyhv,Trap Muzik,2003-08-19,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.666,0.812,10,-4.765,0,0.437,0.329,0,0.122,0.695,84.878,278013
3OmGcFaCHyCFLZUw4KzqA1,Thoughts (feat. Sam Ock & J. Han),Mickey Cho,36,2e3GHgScDbDUQq2EUpLUHN,Ftk,2013-03-31,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.751,0.61,2,-8.045,1,0.127,0.35,0,0.353,0.771,96.903,170013
70SvleFZgN8XM1vCMh68QC,Bend Ova,Freddy Moreira,26,5MrV1suzOJOFbY00INukbf,Caribbean Roots Reloaded (Vol.1),2016-12-21,Latin Village 2019,3JcJCsvBnRsA6oc7eUYDSB,latin,latin hip hop,0.717,0.823,1,-3.96,1,0.278,0.00649,5.34e-4,0.198,0.76,107.033,145671
0s45sL9DLOcro6VbmagQKl,Rock the Boat,Hues Corporation,46,1k7WkNHGPNPnri2tsowvtg,70s 100 Hits,2010-02-26,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.606,0.71,3,-8.441,1,0.0739,0.328,0,0.115,0.795,106.918,186707
5u6vkDnOyaf8LsteDAj2ub,Ghostface Killers,21 Savage,73,0MV1yCXcNNQBfwApqAVkH0,Without Warning,2017-10-30,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-5,0.342,0.243,82.994,268933
1aT7vltGhkjyMI3F3aO3A4,Mother - Fedde Le Grand Remix,Charlie Puth,56,2Ryw2kkGP0VecGM9b4kjgo,Mother (Fedde Le Grand Remix),2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.641,0.869,11,-4.754,1,0.0423,0.0319,0.00131,0.403,0.358,128.091,178125
1N6zFKgPHfmWAxZdq994ns,New Dream,Roman Müller,44,7mVM6m5tQdkhBwq8Z7btKc,New Dream,2019-12-20,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.762,0.785,7,-5.124,1,0.0343,0.0599,0,0.107,0.674,115.027,165391
1cxCqerH9jNz1B6xnlT02y,Good Day To Die,Godsmack,47,6yOWKkrlpmUWOC5yndULeq,The Oracle (Deluxe Edition),2010-01-01,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.45,0.859,2,-5.155,1,0.0516,3.21e-5,2.02e-4,0.182,0.463,95.778,235667
7AkLPOwjju8taQCJCaIUts,Happy Now - R3HAB Remix,Kygo,63,6NjkiK78KEOoE8FLDKdtDS,Happy Now (R3HAB Remix),2019-02-01,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.623,0.84,9,-5.446,1,0.123,0.0173,0,0.363,0.539,123.068,189268
7Bpl8pwYiI6t3vEYE8fVoi,Paradise,Sinead Harnett,0,6VUR7gGetzUracrGSNaoxP,N.O.W,2014-01-01,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.692,0.682,9,-6.619,0,0.0915,0.0892,4.61e-5,0.374,0.277,91.987,260041
2gM3JL6l1INKPh0vf0c8I7,If You Want Me to Stay,Eric Benét,35,0HgmysKc552d8G01TdbUa3,True To Myself,1996-09-24,R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,0.876,0.476,8,-6.489,1,0.0506,0.485,1.14e-6,0.0519,0.582,97.528,231507
1EjQRTG53jsinzk2xlVVJP,Enjoy The Silence - 2006 Remastered Version,Depeche Mode,50,5g3Yi15plTSMaq6tYiuw8p,Violator (2006 Remastered Edition),1990-03-19,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.381,0.589,0,-11.967,0,0.032,0.347,0.0152,0.127,0.225,112.969,372813
6aiap0DxIpyscSAIaPp9kk,Just Another Thing (feat. Crucifix),The Lacs,54,44U8ruK2Wl62CDqpWX7sVf,190 Proof,2012-04-03,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.773,0.684,0,-6.763,1,0.067,0.0784,0,0.0868,0.484,89.992,217173
2iO0lEdYJHf5hzEAdAvrJU,Колибри,Kavabanga Depo Kolibri,53,7w2Qs6LB9WvM8HVO2o6gmN,KDKin,2015-03-16,RUSSIAN Gangster Rap,0Jw0HckkxCfIrOvpN081eV,rap,gangster rap,0.571,0.519,2,-6.027,0,0.285,0.837,0,0.111,0.779,155.823,272353
2JS1iE5A5RHvUPH5Zl9jlF,Run to the Hills - 1998 Remastered Version,Iron Maiden,16,6q5MEna6Fg46powSoeZJe3,The Number Of The Beast (1998 Remastered Edition),1982,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.221,0.956,0,-4.641,1,0.0876,0.0103,5.23e-4,0.195,0.432,173.254,233960
71CRvX5TW0CsiCxGZ00IfA,Jetty,Tycho,42,2ndLlrpXSt6w43yBnFuelU,Ninjawerks (Vol.1),2018-12-14,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.34,0.683,5,-10.721,0,0.0438,0.848,0.932,0.151,0.169,124.993,233418
4CF0ypdrYDSEtAczdwrQwo,Somewhere Tonight,Beach House,33,4fK6IEJgB00to8SruSWTUY,Thank Your Lucky Stars,2015-10-16,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.135,0.312,7,-11.607,1,0.0304,0.452,0.936,0.175,0.0827,173.782,253960
48gS3f9HDsXtlMBVdwvC2Z,Do You Really Want It,Nothing More,57,4tEmy5QxiF1b65HxuGnkco,The Stories We Tell Ourselves,2017-09-15,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.223,0.891,7,-4.918,1,0.133,8.6e-5,4.22e-4,0.107,0.558,170.6,233333
0XIsaklmegqPEdOr38DVEt,clickbait,Logic,7,6GeHCNwwqMMUrpxuGTRYcf,Confessions of a Dangerous Mind,2019-05-10,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.848,0.708,0,-5.625,1,0.0925,0.0466,3.79e-5,0.13,0.765,156.007,157000
4GVxCtb2cAs1et06tcKYA7,Take Me In Your Arms Again,Ballin Entertainment,0,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,2008-04-20,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.626,0.708,6,-10.593,1,0.0337,0.0024,9.21e-5,0.29,0.844,129.288,169691
424ga21oScJ3e1YvT9JxlT,Boogie in Zero Gravity - Extended Version,Black Strobe,0,79uEeMciy2R8gq2JeqBmwY,Boogie In Zero Gravity,2012-07-16,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.777,0.703,11,-6.92,0,0.0569,0.0112,0.743,0.0765,0.975,123.006,406575
2PdIo7ewQPuAsP99LVg9uy,Wrong Way,Sublime,64,14eK347GdWO4mBBx78tsut,Sublime,1996-07-30,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.69,0.681,9,-5.653,1,0.0379,0.0623,0,0.137,0.911,75.034,136147
4lTLA56cAilcRXpZWCWyS2,Feel Up,Pia Mia,63,5LACQrcCig2eYAbJFB8cTS,Feel Up,2019-09-06,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.815,0.485,8,-5.188,1,0.0545,0.0326,0,0.156,0.381,98.076,159184
60bhhX6Jxyldf26yuQKfnP,Rocket - Original Mix,W&W,36,4z0vz4rcr5mH0dH6kFGqe2,Rocket,2014-05-05,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.674,0.956,8,-2.938,1,0.0559,8.85e-4,0.599,0.071,0.107,128.034,315000
09SsJ3591t1ZXM1lbdtki4,The World Is Mine - Rackers Remix,Mahan Moin,0,5DsgOO7yHbUUOyX8SEXgpd,The World Is Mine (Rackers Remix),2015-12-01,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.625,0.713,11,-5.609,0,0.0353,0.0213,1.32e-6,0.175,0.128,104.934,170869
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,79,71VX8yv9T2hNIYVZJVUWVp,In My Room,2019-11-02,Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680
6eluAsb2ONjZ6tXFp062LZ,DO DAT (feat. DaBaby & Lil Baby),Stunna 4 Vegas,59,3o5M2OXfUVRsUFrd7u4a5K,RICH YOUNGIN,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.906,0.595,1,-6.345,1,0.444,0.0203,0,0.211,0.666,134.951,175653
7wicnY9jZDiR6GKXMU9lUX,Earthquake,Justin Prime,40,2bGUN0rKuzg2av3AY33nL8,Earthquake,2019-02-15,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.646,0.958,4,-2.04,0,0.198,0.034,2.07e-5,0.133,0.0662,127.803,165117
69eihm0ByPDKtOnZ2B9mA7,Hot Child In The City - (Pre-Order Exclusive),Nick Gilder,46,6ndJxKyXX7qUDW0c5p4d1o,Hot Child In The City,2001-01-01,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,0.799,0.71,4,-5.099,1,0.0397,0.0367,3.72e-4,0.12,0.767,110.732,214960
3WDIhWoRWVcaHdRwMEHkkS,Mama (feat. Ellie Goulding),Clean Bandit,71,1MvF4ulZKH7SaDQs9rE5nc,What Is Love? (Deluxe Edition),2018-11-30,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-6,0.267,0.608,102.046,189973
4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,David Guetta,76,4ZoXNDicq0MrsGk1pM883o,Better When You're Gone,2019-02-08,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402
0Pu2P5Jp0kSA95eqZ3jkb8,Take Off,Erlandsson,36,6aJbaKCvlPxMkOV2Q9zM5G,Take Off,2018-04-20,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.619,0.639,7,-7.34,1,0.053900000000000003,0.0188,1e-4,0.0863,0.2,128.009,183765
0B8drtTSp68pZdkmVrG9ZA,Twinz (Deep Cover 98) (feat. Fat Joe),Big Pun,65,3IIHk2ZLXKWuVAjCbQ9g4Y,Capital Punishment (Explicit Version),1999-08-28,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.633,0.764,0,-7.212,1,0.323,0.32,3.4e-6,0.234,0.522,94.971,228173
0N8gSEgG35cBTf4OV5L7MQ,Reloaded,NIVIRO,11,72AqPnoAvc5QlhBy0Ez6y2,Hardwell On Air - Best of August 2019 Pt. 2,2019-08-23,Sick Big Room House Drops | EZUMI,4R4c3WdN1Any2Q1NSuec3r,edm,big room,0.65,0.918,1,-5.341,1,0.113,0.0084,0.207,0.734,0.0979,127.973,173438
3MrFdLOtfV8ZnXPHUCy5VV,My Sacrifice - Live Acoustic,Creed,40,6mOXPtswKccKSx5dYmCXAc,With Arms Wide Open: A Retrospective,2015-01-01,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.342,0.489,1,-9.147,1,0.0337,0.58,5.21e-6,0.23,0.348,171.654,286267
18a9EGG4xhRELv7bgAw5hb,Rikki Don't Lose That Number,Steely Dan,60,2OUYJtDV6EmLkVyoHSuGIp,Pretzel Logic,1974-01-01,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.656,0.462,11,-14.072,0,0.0373,0.518,1.37e-4,0.091,0.642,116.049,271093
6u5m71WNIGQCbhu95T4GVS,Lo Lo (feat. P-Lo & Guapdad 4000),Destiny Rogers,55,2R6ohanzLCcAzhHgTFStVh,Lo Lo (feat. P-Lo & Guapdad 4000),2019-10-08,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.636,0.587,2,-6.969,1,0.123,0.0703,0,0.0946,0.401,179.991,203082
6qNALlmZa1ESnCxJmXE1K9,The Way I Am,Charlie Puth,69,0mZIUXje90JtHxPNzWsJNR,Voicenotes,2018-05-11,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-6,0.0628,0.642,114.966,186080
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,WILLOW,78,0wfne2JijoxJm0qzJd3V5h,ARDIPITHECUS,2015-01-11,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-5,0.0943,0.672,101.003,196520
6dp3XPQJuC7qP7TaEFVgL5,Try Again,Aaliyah,53,0vqRNgbh25rbYpiZ2Ejv6s,I Care 4 U,2002,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,0.797,0.622,6,-5.642,0,0.29,0.0807,0,0.0841,0.731,93.02,284000
4YtMhT2Ko6FRwQoWcswYss,Build the Cities (feat. Kerli),Karma Fields,0,093CdtDoy5FVjNMsglRRmi,Build the Cities (feat. Kerli),2015-03-02,Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,0.615,0.738,4,-5.389,0,0.0407,0.00347,0.00119,0.18,0.0585,112.002,223948
4RmpVLrhOkLMyxqg3WqRsS,Temptations,Jitwam,25,6l0duWMEDj9kYlVuis06IR,Temptations,2019-03-06,Neo-Soul Guitar,0aS9YCNTNrDiMNa9tT49RG,r&b,neo soul,0.788,0.431,5,-8.097,0,0.0278,0.623,0.536,0.151,0.719,96.063,170710
2P61EK6DMGyVyssLWS4fKy,Lane Boy,Twenty One Pilots,71,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57e-5,0.0566,0.913,159.929,253093
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,80,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493
2WLFdsAANOvUECXFk3OKgK,Keep On Tryin',Poco,0,5W2q8rZiDFRvWik8PAUXk3,Head Over Heals,1975-01-01,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.698,0.238,11,-15.549,1,0.0455,0.81,0,0.0675,0.761,149.132,172733
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,86,1NAmidJlEaVgA3MpcPFYGq,Lover,2019-08-23,Intro to Post-Teen Pop,6o6MNYZqHSkMAKcCHPNu7K,pop,post-teen pop,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360
1OK4hVcucqYKMU9Ipb3dtx,Just Got Paid - Single Version,Johnny Kemp,48,4OhFkx7dTPfj0BXerfldyk,Radio Hits Of the '80s,1979,New Jack Swing | The Best 👌,3m4z6komWDtKly3Q1FvFmN,r&b,new jack swing,0.794,0.783,7,-6.4,1,0.0804,0.0157,2.75e-5,0.109,0.784,117.112,212467
7hs0Q5T9oyYMuGg4EQZenj,April Skies,The Jesus and Mary Chain,51,5cFb5EJLTQ7u6YuGE922tu,Darklands (Expanded Version),1987-08-31,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,239621
4JJIj448WHVYw2kEYfIj94,Blood On Me,Sampha,1,43hQRnuVUstKeV2uc3DJXv,Blood On Me,2016-08-31,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.773,0.518,11,-8.188,1,0.145,0.117,0.0136,0.611,0.642,104.024,246952
4WehxcnPTxouLdfQhqANb3,Many Moons - EP Version,Janelle Monáe,38,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.612,0.821,1,-5.63,0,0.118,0.0295,0.00114,0.208,0.585,155.893,327520
0Gx4VrHzS7pZOEAGrmXXBH,La Bicicleta,Carlos Vives,73,57giaIaMyAVCS7jMIaoIgK,VIVES,2017-11-10,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.745,0.944,0,-3.959,1,0.134,0.21,1.48e-6,0.333,0.951,179.991,229510
5CMX4V07TkkwupB4SNd3Ph,Listen to Me,Semser,15,69acjhfJsxsZXMyruAE7tE,Reality,2018-07-25,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.781,0.712,9,-8.447,0,0.0767,0.06,0.912,0.12,0.222,128.011,166875
5EA06TsQmqmQXZiEhr1AaM,Coming Home,Leon Bridges,67,4svLfrPPk2npPVuI4kXPYg,Coming Home,2015-06-15,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-5,0.154,0.458,112.137,206387
5WfhXulggG0c6WoVeMPA8N,Shake It Off,Taylor Swift,18,6w36pmMA5bxECalu5rxQAw,1989,2014-10-27,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200
7eqKxh6djiu1NqW6GMjHIJ,Mon ami,Still Fresh,50,3TRT2YQe0DCdwo8E80Xv7W,Coeur noir,2017-09-29,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.728,0.742,5,-5.383,0,0.251,0.393,0,0.119,0.231,96.948,195850
3tjOjRAdtZl7hvNKIWxFwO,I Wanna Rock,Luke,0,2NrDDvY6thFq6eqdKNrG8C,"Luke's Hall Of Fame: The Best Of The 2 Live Crew, Luke & The Poison Clan",1997-10-01,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,0.813,0.863,6,-9.609,0,0.186,0.0285,0.00136,0.416,0.56,137.997,280293
5CF8imCLvp95nd5EY9f2y2,Khatarnaak,Gippy Grewal,52,6d8ixF99VqBtUQ8eKC6JHD,Khatarnaak (Original),2019-12-01,Hip Te Hop,37i9dQZF1DWTqYqGLu7kTX,rap,hip hop,0.816,0.699,1,-4.271,1,0.292,0.699,0,0.417,0.645,140.041,185742
694l2zv6a2jjUgjz5eyX6g,Kung Fu,Dr. Fresch,51,2lEUdWaBYtCg3p7d3KYSeA,Gangsta Party EP,2019-01-25,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.838,0.866,1,-4.475,0,0.0718,0.216,3.13e-5,0.417,0.703,127.992,179824
3GMy4AOJogX3mMsoom1s0Z,Remember,Seinabo Sey,55,0rCgUCr9lTI64dezlg2Xjr,I Owe You Nothing / Remember,2018-03-16,Urban contemporary,0qOJuaqHeg4u1i6gjPKnxE,r&b,urban contemporary,0.479,0.414,8,-7.413,0,0.0358,0.873,3.1e-5,0.156,0.274,78.102,252393
2A84tPyVzgEzRseHmxIBSt,Wasted (In The Morning) - Radio Edit,Steff da Campo,22,7dQOvJouLXIbZIaEbDAaIP,Wasted (In The Morning),2011-07-29,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.745,0.932,11,-3.629,0,0.0498,0.136,0.00153,0.191,0.446,126.006,173333
2cYZpcIV39X48RnOFM7w2V,All Falls Down,Kanye West,11,3ff2p3LnR6V7m6BinwhNaQ,The College Dropout,2004-02-13,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.643,0.717,8,-4.876,0,0.506,0.184,0,0.152,0.46,90.893,223507
6jKf2iGv0L8M5EhLbK4Aqq,Till It Hurts,Yellow Claw,0,68ErfcyD3jUOY0Y2rSqPXw,Till It Hurts,2014-12-15,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.56,0.886,8,-4.025,1,0.0321,6.43e-4,1.37e-4,0.133,0.23,144.982,188680
17aVK3oQdgwVG2l0HpP67W,Baby,Brandy,47,2yHJoGH0mIqYVAHUFKJcZ6,Brandy,1994,90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,0.807,0.651,5,-6.714,0,0.0477,0.0236,6.65e-6,0.174,0.829,91.028,313293
5xFZiW98mwT5S3mh8O9BUt,United We Dance - Vicetone Edit,Vicetone,47,23q5WVoLwJhNi68dhOky7x,United We Dance (New Mixes),2015-03-13,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.594,0.65,10,-5.073,1,0.0404,0.014,0.0142,0.267,0.106,126,255484
4XaMrEDm6mrjBwGnQ8Dy4y,Flow - Remastered,Sade,37,3JYT9f8X9LOfpTzbKDWN4a,The Ultimate Collection,2011-04-29,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.661,0.411,7,-11.131,1,0.089,0.0369,0.514,0.104,0.551,83.816,273493
6CqYhhUPJORx1vvdTNc8jv,The Outsider,A Perfect Circle,63,49K6hYDEr5M3GxIBBxlPf9,Thirteenth Step,2003-01-01,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.328,0.842,6,-6.644,1,0.0882,1.11e-4,0.803,0.0496,0.422,113.329,246000
6wU8XNHA98WAzNiLqiQiru,I'm OK (feat. Shaylen),Manila Killa,43,3q406HgWkEOEED6Jnpf0Qg,I'm OK (feat. Shaylen),2017-04-28,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.665,0.595,1,-7.036,0,0.0518,0.227,0,0.217,0.593,96.971,204076
0OvK0gHZfgJnIP1zopELq0,Breathe - Original Mix,Borgeous,0,3grul8fIoxhmaucpVbt3wt,Breathe,2014-09-08,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.598,0.917,0,-4.63,1,0.102,0.00171,0.664,0.186,0.198,128.013,314924
6MmGGt46TqCOVFHuahd5Ai,Gotta Go My Own Way,Melodyia Music,59,4N6ylogQ3UJQRQCZ3dbCxq,Now Or Never,2014-09-05,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.467,0.694,9,-4.984,1,0.0297,0.106,1.8e-5,0.247,0.308,88.902,214075
43IfdE75ficQgsI8QGBvwb,Mama/Show Love (feat. YBN Cordae),Logic,10,6GeHCNwwqMMUrpxuGTRYcf,Confessions of a Dangerous Mind,2019-05-10,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.574,0.823,0,-4.322,0,0.124,0.116,0,0.0898,0.256,154.053,241307
6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,Queen,74,58alCatewkjNm9IM1Ucj67,The Game (2011 Remaster),1980-06-27,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-6,0.349,0.712,77.015,163373
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Maroon 5,80,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,2002,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,259453
4qYpRB4HChh1T9GPIrgYJw,Choir - Remix,Guy Sebastian,54,4epSU0uCEGr8GAtQZq3v7O,Choir (Remix),2019-09-27,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.71,0.574,5,-6.838,1,0.131,0.102,0,0.302,0.364,89.968,208520
6V5nMvQwsiyW7rEyZq3gfQ,I Know There's Gonna Be (Good Times) [feat. Popcaan],Young Thug,57,5KmHLqummeGUiCexCkFEa4,I Know There's Gonna Be (Good Times) [feat. Popcaan],2015-08-28,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.632,0.592,11,-9.735,0,0.162,0.124,0,0.53,0.499,89.522,213622
7kft2XxMqsCZe2gB74bvXV,Ich bin ein wahrer Satan,ASP,0,6gzO5gnYoBe0dH8DRWYBGX,Requiembryo,2007-03-30,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.498,0.889,3,-4.09,0,0.0468,0.0047,1.64e-5,0.367,0.372,135.998,355213
5GjisoOfsN8qagrax01T4y,Wanna Be,The Internet,58,27ThgFMUAx3MXLQ297DzWF,Hive Mind,2018-07-20,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,267400
0plCazD5B9XGKqJgxhgRJm,Strange Brew,Cream,3,4SMNUQCyTvlO4vFEdXXG45,Disraeli Gears (Remastered),1967-11-02,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,0.62,0.398,2,-15.676,1,0.0303,0.556,6.91e-6,0.273,0.677,106.265,166600
3rterSutbnjnBk6EfVzJdU,Una vez más,Lit Killah,0,0158q1gcMUvS6PFPYkxpTe,Una vez más,2018-04-26,Trap Argentino - Trap Argentina,6ltss0ThreZ3uIMn5mr4Tm,rap,trap,0.78,0.459,2,-7.53,1,0.0663,0.192,0,0.0889,0.435,122.04,214000
7kipZd4tWx6Mu8kBgB2Z2r,God - Remastered 2010,John Lennon,53,0DFYbYCcHCEJPcN1hODG6K,Plastic Ono Band,1970-12-11,The Black Album,0KNLLunbFh9XgitPMOGmQg,rock,album rock,0.64,0.269,4,-13.435,0,0.0388,0.231,0.00276,0.116,0.178,112.801,252773
0PZRlp2wrQDausamlangtw,Under,Mac Ayres,58,02dq5KH5htRQNedTyplLu8,Something to Feel,2018-09-05,Neo-Soul Guitar,0aS9YCNTNrDiMNa9tT49RG,r&b,neo soul,0.732,0.366,3,-8.601,0,0.0568,0.568,5.93e-4,0.194,0.544,85.909,225866
